rank,headword,cefr,freqRank,tier
2698,"thunder",B1,2570,edge
2699,"object",B1,2571,edge
2700,"politics",B1,2575,edge
2701,"alcohol",B1,2577,edge
2702,"prize",B1,2591,edge
2703,"sports",B1,2593,edge
2704,"wire",B1,2598,edge
2705,"approach",B1,2601,edge
2706,"percent",B1,2605,edge
2707,"normally",B1,2606,edge
2708,"tank",B1,2616,edge
2709,"authority",B1,2618,edge
2710,"current",B1,2619,edge
2711,"failure",B1,2620,edge
2712,"reputation",B1,2632,edge
2713,"confidence",B1,2633,edge
2714,"beloved",B1,2635,edge
2715,"mental",B1,2640,edge
2716,"secure",B1,2644,edge
2717,"highly",B1,2645,edge
2718,"sand",B1,2647,edge
2719,"emotional",B1,2648,edge
2720,"setting",B1,2649,edge
2721,"reward",B1,2656,edge
2722,"entirely",B1,2661,edge
2723,"extraordinary",B1,2662,edge
2724,"slip",B1,2672,edge
2725,"agreement",B1,2689,edge
2726,"solid",B1,2699,edge
2727,"intend",B1,2701,edge
2728,"district",B1,2702,edge
2729,"gee",B1,2704,edge
2730,"ignore",B1,2706,edge
2731,"naturally",B1,2707,edge
2732,"policy",B1,2716,edge
2733,"bow",B1,2723,edge
2734,"identity",B1,2738,edge
2735,"impressive",B1,2740,edge
2736,"potential",B1,2743,edge
2737,"dozen",B1,2746,edge
2738,"delivery",B1,2747,edge
2739,"advance",B1,2748,edge
2740,"teaching",B1,2751,edge
2741,"dirt",B1,2759,edge
2742,"whistle",B1,2760,edge
2743,"deny",B1,2764,edge
2744,"unique",B1,2775,edge
2745,"behave",B1,2787,edge
2746,"massive",B1,2789,edge
2747,"struggle",B1,2795,edge
2748,"channel",B1,2800,edge
2749,"basement",B1,2807,edge
2750,"guide",B1,2814,edge
2751,"transfer",B1,2816,edge
2752,"punishment",B1,2829,edge
2753,"supply",B1,2845,edge
2754,"hopefully",B1,2847,edge
2755,"rolling",B1,2848,edge
2756,"demand",B1,2857,edge
2757,"steady",B1,2866,edge
2758,"particularly",B1,2870,edge
2759,"joint",B1,2873,edge
2760,"package",B1,2875,edge
2761,"possibility",B1,2879,edge
2762,"civil",B1,2881,edge
2763,"trail",B1,2899,edge
2764,"option",B1,2900,edge
2765,"accent",B1,2906,edge
2766,"charity",B1,2914,edge
2767,"balance",B1,2922,edge
2768,"nuclear",B1,2924,edge
2769,"impression",B1,2929,edge
2770,"network",B1,2935,edge
2771,"defeat",B1,2942,edge
2772,"ceremony",B1,2951,edge
2773,"league",B1,2952,edge
2774,"crisis",B1,2958,edge
2775,"fifth",B1,2959,edge
2776,"term",B1,2960,edge
2777,"aboard",B1,2974,edge
2778,"bust",B1,2982,edge
2779,"afterwards",B1,2988,edge
2780,"comfort",B1,2989,edge
2781,"gym",B1,2992,edge
2782,"stress",B1,2999,edge
2783,"cave",B1,3000,edge
2784,"wing",B1,3001,edge
2785,"arrange",B1,3003,edge
2786,"tax",B1,3016,edge
2787,"insist",B1,3020,edge
2788,"selfish",B1,3023,edge
2789,"champion",B1,3030,edge
2790,"throughout",B1,3034,edge
2791,"experiment",B1,3039,edge
2792,"attend",B1,3045,edge
2793,"steel",B1,3055,edge
2794,"cabin",B1,3060,edge
2795,"financial",B1,3061,edge
2796,"industry",B1,3062,edge
2797,"painful",B1,3073,edge
2798,"religion",B1,3075,edge
2799,"fuel",B1,3079,edge
2800,"virus",B1,3086,edge
2801,"plain",B1,3090,edge
2802,"robot",B1,3101,edge
2803,"confirm",B1,3103,edge
2804,"mile",B1,3105,edge
2805,"scratch",B1,3107,edge
2806,"valuable",B1,3113,edge
2807,"distant",B1,3114,edge
2808,"standard",B1,3123,edge
2809,"inform",B1,3128,edge
2810,"status",B1,3130,edge
2811,"construction",B1,3140,edge
2812,"trigger",B1,3143,edge
2813,"exit",B1,3147,edge
2814,"cancel",B1,3149,edge
2815,"clinic",B1,3154,edge
2816,"generous",B1,3161,edge
2817,"gain",B1,3162,edge
2818,"jungle",B1,3166,edge
2819,"link",B1,3167,edge
2820,"routine",B1,3183,edge
2821,"underneath",B1,3186,edge
2822,"equal",B1,3195,edge
2823,"divorced",B1,3210,edge
2824,"port",B1,3212,edge
2825,"nephew",B1,3215,edge
2826,"proceed",B1,3219,edge
2827,"patience",B1,3226,edge
2828,"recording",B1,3227,edge
2829,"foolish",B1,3228,edge
2830,"pattern",B1,3244,edge
2831,"someplace",B1,3250,edge
2832,"aim",B1,3252,edge
2833,"cliff",B1,3260,edge
2834,"nail",B1,3261,edge
2835,"interrupt",B1,3268,edge
2836,"satisfied",B1,3270,edge
2837,"election",B1,3276,edge
2838,"forth",B1,3279,edge
2839,"complex",B1,3285,edge
2840,"frozen",B1,3286,edge
2841,"prayer",B1,3288,edge
2842,"officially",B1,3296,edge
2843,"behalf",B1,3311,edge
2844,"reasonable",B1,3312,edge
2845,"motive",B1,3321,edge
2846,"dealer",B1,3324,edge
2847,"nearby",B1,3330,edge
2848,"benefit",B1,3335,edge
2849,"thus",B1,3345,edge
2850,"pipe",B1,3349,edge
2851,"goods",B1,3352,edge
2852,"atmosphere",B1,3356,edge
2853,"pit",B1,3365,edge
2854,"paradise",B1,3367,edge
2855,"organization",B1,3370,edge
2856,"comment",B1,3376,edge
2857,"shelter",B1,3382,edge
2858,"flow",B1,3383,edge
2859,"strip",B1,3393,edge
2860,"monk",B1,3396,edge
2861,"slightly",B1,3397,edge
2862,"judgment",B1,3400,edge
2863,"existence",B1,3405,edge
2864,"actress",B1,3413,edge
2865,"individual",B1,3415,edge
2866,"limit",B1,3424,edge
2867,"merely",B1,3435,edge
2868,"patrol",B1,3466,edge
2869,"circus",B1,3467,edge
2870,"mud",B1,3468,edge
2871,"occasion",B1,3471,edge
2872,"ad",B1,3474,edge
2873,"signature",B1,3485,edge
2874,"monitor",B1,3488,edge
2875,"yell",B1,3499,edge
2876,"resist",B1,3503,edge
2877,"fantasy",B1,3505,edge
2878,"passport",B1,3506,edge
2879,"hammer",B1,3508,edge
2880,"previous",B1,3524,edge
2881,"beneath",B1,3532,edge
2882,"deaf",B1,3537,edge
2883,"humanity",B1,3550,edge
2884,"producer",B1,3551,edge
2885,"extreme",B1,3554,edge
2886,"gene",B1,3562,edge
2887,"minor",B1,3564,edge
2888,"intense",B1,3577,edge
2889,"angle",B1,3581,edge
2890,"respond",B1,3585,edge
2891,"tragedy",B1,3590,edge
2892,"stable",B1,3591,edge
2893,"session",B1,3592,edge
2894,"capture",B1,3593,edge
2895,"stretch",B1,3597,edge
2896,"unable",B1,3600,edge
2897,"meanwhile",B1,3610,edge
2898,"shocked",B1,3617,edge
2899,"commercial",B1,3619,edge
2900,"corpse",C2,3622,edge
2901,"worthy",B1,3624,edge
2902,"threatening",B1,3628,edge
2903,"academy",B1,3630,edge
2904,"hop",B1,3632,edge
2905,"transport",B1,3644,edge
2906,"destruction",B1,3650,edge
2907,"lightning",B1,3656,edge
2908,"exhausted",B1,3666,edge
2909,"pin",B1,3670,edge
2910,"experienced",B1,3675,edge
2911,"necklace",B1,3677,edge
2912,"southern",B1,3684,edge
2913,"jazz",B1,3694,edge
2914,"typical",B1,3698,edge
2915,"powder",B1,3717,edge
2916,"pole",B1,3729,edge
2917,"moral",B1,3742,edge
2918,"intention",B1,3750,edge
2919,"active",B1,3752,edge
2920,"safely",B1,3757,edge
2921,"internal",B1,3766,edge
2922,"talented",B1,3771,edge
2923,"brief",B1,3794,edge
2924,"punish",B1,3795,edge
2925,"tend",B1,3811,edge
2926,"development",B1,3816,edge
2927,"global",B1,3819,edge
2928,"bitter",B1,3821,edge
2929,"tent",B1,3826,edge
2930,"propose",B1,3830,edge
2931,"constantly",B1,3832,edge
2932,"survival",B1,3839,edge
2933,"connect",B1,3846,edge
2934,"possession",B1,3860,edge
2935,"upper",B1,3867,edge
2936,"tale",B1,3869,edge
2937,"honeymoon",B1,3888,edge
2938,"appeal",B1,3889,edge
2939,"critical",B1,3891,edge
2940,"praise",B1,3897,edge
2941,"muscle",B1,3912,edge
2942,"tense",B1,3914,edge
2943,"management",B1,3916,edge
2944,"comedy",B1,3925,edge
2945,"facility",B1,3932,edge
2946,"remarkable",B1,3934,edge
2947,"motor",B1,3940,edge
2948,"superior",B1,3960,edge
2949,"currently",B1,3964,edge
2950,"poetry",B1,3976,edge
2951,"shortly",B1,3979,edge
2952,"goddess",B1,3983,edge
2953,"pork",B1,3998,edge
2954,"magical",B1,4008,edge
2955,"entry",B1,4013,edge
2956,"injury",B1,4014,edge
2957,"freezing",B1,4018,edge
2958,"mount",B1,4021,edge
2959,"pound",B1,4024,edge
2960,"fond",B1,4029,edge
2961,"brick",B1,4035,edge
2962,"recommend",B1,4040,edge
2963,"concept",B1,4044,edge
2964,"soil",B1,4052,edge
2965,"baker",B1,4055,edge
2966,"measure",B1,4060,edge
2967,"hip",B1,4061,edge
2968,"homeless",B1,4069,edge
2969,"unfortunate",B1,4071,edge
2970,"log",B1,4072,edge
2971,"satellite",B1,4083,edge
2972,"privacy",B1,4086,edge
2973,"pub",B1,4096,edge
2974,"temporary",B1,4097,edge
2975,"effective",B1,4098,edge
2976,"lamb",B1,4102,edge
2977,"proposal",B1,4105,edge
2978,"blessing",B1,4108,edge
2979,"basis",B1,4112,edge
2980,"recover",B1,4114,edge
2981,"affect",B1,4125,edge
2982,"forbidden",B1,4126,edge
2983,"provided",B1,4130,edge
2984,"humor",B1,4136,edge
2985,"various",B1,4144,edge
2986,"discovery",B1,4146,edge
2987,"dive",B1,4152,edge
2988,"pump",B1,4163,edge
2989,"counter",B1,4165,edge
2990,"marine",B1,4170,edge
2991,"illness",B1,4171,edge
2992,"require",B1,4174,edge
2993,"palm",B1,4184,edge
2994,"analysis",B1,4197,edge
2995,"damaged",B1,4202,edge
2996,"height",B1,4204,edge
2997,"terrified",B1,4207,edge
2998,"region",B1,4227,edge
2999,"contrary",B1,4239,edge
3000,"crossing",B1,4259,edge
3001,"niece",B1,4270,edge
3002,"needle",B1,4273,edge
3003,"delicate",B1,4276,edge
3004,"independent",B1,4277,edge
3005,"regarding",B1,4288,edge
3006,"weakness",B1,4289,edge
3007,"permit",B1,4296,edge
3008,"daisy",B1,4298,edge
3009,"spider",B1,4300,edge
3010,"northern",B1,4301,edge
3011,"technique",B1,4309,edge
3012,"wagon",B1,4331,edge
3013,"bacon",B1,4336,edge
3014,"promotion",B1,4339,edge
3015,"burst",B1,4342,edge
3016,"packing",B1,4351,edge
3017,"conduct",B1,4361,edge
3018,"sheet",B1,4363,edge
3019,"avenue",B1,4365,edge
3020,"worn",B1,4391,edge
3021,"terror",B1,4409,edge
3022,"misunderstanding",B1,4410,edge
3023,"tire",B1,4411,edge
3024,"steam",B1,4417,edge
3025,"closely",B1,4419,edge
3026,"boot",B1,4432,edge
3027,"sore",B1,4440,edge
3028,"cattle",B1,4442,edge
3029,"recognise",B1,4446,edge
3030,"register",B1,4453,edge
3031,"turtle",B1,4458,edge
3032,"immediate",B1,4468,edge
3033,"hunger",B1,4472,edge
3034,"combination",B1,4474,edge
3035,"pillow",B1,4501,edge
3036,"announce",B1,4508,edge
3037,"lighter",B1,4521,edge
3038,"drown",B1,4527,edge
3039,"alike",B1,4528,edge
3040,"relative",B1,4530,edge
3041,"approve",B1,4536,edge
3042,"spiritual",B1,4543,edge
3043,"unexpected",B1,4550,edge
3044,"arrival",B1,4551,edge
3045,"scan",B1,4569,edge
3046,"electronic",B1,4570,edge
3047,"republic",B1,4571,edge
3048,"overnight",B1,4572,edge
3049,"gossip",B1,4584,edge
3050,"economy",B1,4586,edge
3051,"tissue",B1,4590,edge
3052,"excitement",B1,4597,edge
3053,"mankind",B1,4598,edge
3054,"document",B1,4599,edge
3055,"broad",B1,4600,edge
3056,"stare",B1,4609,edge
3057,"hut",B1,4611,edge
3058,"announcement",B1,4621,edge
3059,"cotton",B1,4624,edge
3060,"deposit",B1,4625,edge
3061,"lecture",B1,4632,edge
3062,"determine",B1,4642,edge
3063,"practical",B1,4646,edge
3064,"marked",B1,4647,edge
3065,"rubber",B1,4649,edge
3066,"poet",B1,4656,edge
3067,"arrow",B1,4658,edge
3068,"carpet",B1,4660,edge
3069,"journalist",B1,4667,edge
3070,"eastern",B1,4677,edge
3071,"shave",B1,4679,edge
3072,"toss",B1,4681,edge
3073,"breast",B1,4692,edge
3074,"react",B1,4710,edge
3075,"protest",B1,4712,edge
3076,"misery",B1,4713,edge
3077,"silk",B1,4726,edge
3078,"emotion",B1,4734,edge
3079,"content",B1,4744,edge
3080,"hopeless",B1,4749,edge
3081,"liquid",B1,4754,edge
3082,"application",B1,4760,edge
3083,"profession",B1,4761,edge
3084,"aggressive",B1,4772,edge
3085,"pale",B1,4773,edge
3086,"visual",B1,4777,edge
3087,"defence",B1,4779,edge
3088,"twin",B1,4789,edge
3089,"helmet",B1,4801,edge
3090,"tin",B1,4819,edge
3091,"collar",B1,4821,edge
3092,"mere",B1,4822,edge
3093,"belief",B1,4824,edge
3094,"storage",B1,4825,edge
3095,"alternative",B1,4834,edge
3096,"folk",B1,4839,edge
3097,"motorcycle",B1,4856,edge
3098,"kindness",B1,4883,edge
3099,"ginger",B1,4905,edge
3100,"stuffed",B1,4910,edge
3101,"infection",B1,4914,edge
3102,"whale",B1,4930,edge
3103,"dial",B1,4931,edge
3104,"lung",B1,4935,edge
3105,"coal",B1,4937,edge
3106,"filling",B1,4946,edge
3107,"recovery",B1,4950,edge
3108,"volunteer",B1,4951,edge
3109,"narrow",B1,4956,edge
3110,"observe",B1,4963,edge
3111,"cycle",B1,4964,edge
3112,"accidentally",B1,4968,edge
3113,"conclusion",B1,4969,edge
3114,"designer",B1,4970,edge
3115,"slight",B1,4998,edge
3116,"electrical",B1,5024,edge
3117,"institute",B1,5029,edge
3118,"compete",B1,5034,edge
3119,"democracy",B1,5038,edge
3120,"myth",B1,5041,edge
3121,"helpless",B1,5042,edge
3122,"appetite",B1,5046,edge
3123,"formal",B1,5047,edge
3124,"overcome",B1,5068,edge
3125,"idol",B1,5082,edge
3126,"rank",B1,5084,edge
3127,"formula",B1,5091,edge
3128,"bare",B1,5102,edge
3129,"arrangement",B1,5106,edge
3130,"locate",B1,5112,edge
3131,"examine",B1,5116,edge
3132,"candle",B1,5118,edge
3133,"stream",B1,5120,edge
3134,"luxury",B1,5130,edge
3135,"sunset",B1,5135,edge
3136,"engineering",B1,5142,edge
3137,"element",B1,5143,edge
3138,"broadcast",B1,5146,edge
3139,"eternity",B1,5149,edge
3140,"handy",B1,5150,edge
3141,"pace",B1,5156,edge
3142,"old-fashioned",B1,5169,edge
3143,"plug",B1,5176,edge
3144,"affection",B1,5189,edge
3145,"endless",B1,5191,edge
3146,"absence",B1,5194,edge
3147,"philosophy",B1,5197,edge
3148,"puzzle",B1,5216,edge
3149,"wizard",B1,5221,edge
3150,"celebrity",B1,5223,edge
3151,"physics",B1,5244,edge
3152,"income",B1,5251,edge
3153,"boxing",B1,5258,edge
3154,"accurate",B1,5259,edge
3155,"confusing",B1,5274,edge
3156,"generally",B1,5279,edge
3157,"secretly",B1,5281,edge
3158,"declare",B1,5282,edge
3159,"ensure",B1,5285,edge
3160,"bubble",B1,5289,edge
3161,"maximum",B1,5291,edge
3162,"carriage",B1,5293,edge
3163,"curtain",B1,5294,edge
3164,"honesty",B1,5309,edge
3165,"deed",B1,5316,edge
3166,"platform",B1,5327,edge
3167,"length",B1,5347,edge
3168,"tournament",B1,5352,edge
3169,"harbor",B1,5360,edge
3170,"minimum",B1,5392,edge
3171,"civilization",B1,5399,edge
3172,"depression",B1,5403,edge
3173,"tide",B1,5404,edge
3174,"password",B1,5410,edge
3175,"phrase",B1,5426,edge
3176,"approval",B1,5429,edge
3177,"fur",B1,5435,edge
3178,"disappoint",B1,5463,edge
3179,"expose",B1,5465,edge
3180,"growth",B1,5471,edge
3181,"sigh",B1,5482,edge
3182,"economic",B1,5484,edge
3183,"confusion",B1,5502,edge
3184,"brass",B1,5516,edge
3185,"tasty",B1,5523,edge
3186,"rarely",B1,5526,edge
3187,"chemistry",B1,5532,edge
3188,"phoenix",B1,5543,edge
3189,"companion",B1,5544,edge
3190,"lottery",B1,5545,edge
3191,"tremendous",B1,5552,edge
3192,"eager",B1,5557,edge
3193,"atlantic",B1,5560,edge
3194,"presentation",B1,5566,edge
3195,"allergic",B1,5567,edge
3196,"logic",B1,5575,edge
3197,"compromise",B1,5581,edge
3198,"majority",B1,5582,edge
3199,"journal",B1,5583,edge
3200,"bent",B1,5585,edge
3201,"climate",B1,5590,edge
3202,"ink",B1,5592,edge
3203,"administration",B1,5596,edge
3204,"via",B1,5600,edge
3205,"resort",B1,5603,edge
3206,"minus",B1,5611,edge
3207,"healing",B1,5618,edge
3208,"survivor",B1,5624,edge
3209,"cough",B1,5629,edge
3210,"pond",B1,5653,edge
3211,"runway",B1,5654,edge
3212,"assist",B1,5656,edge
3213,"sickness",B1,5660,edge
3214,"customs",B1,5664,edge
3215,"shrimp",B1,5669,edge
3216,"household",B1,5678,edge
3217,"curiosity",B1,5686,edge
3218,"shocking",B1,5695,edge
3219,"reservation",B1,5703,edge
3220,"peanut",B1,5709,edge
3221,"bracelet",B1,5714,edge
3222,"contain",B1,5715,edge
3223,"gesture",B1,5721,edge
3224,"jar",B1,5737,edge
3225,"unlikely",B1,5754,edge
3226,"volume",B1,5761,edge
3227,"engage",B1,5767,edge
3228,"qualified",B1,5784,edge
3229,"poverty",B1,5792,edge
3230,"leadership",B1,5793,edge
3231,"melt",B1,5799,edge
3232,"reserve",B1,5824,edge
3233,"medium",B1,5841,edge
3234,"stressed",B1,5855,edge
3235,"involve",B1,5863,edge
3236,"reliable",B1,5867,edge
3237,"echo",C2,5871,edge
3238,"compound",B1,5877,edge
3239,"depth",B1,5892,edge
3240,"occur",B1,5897,edge
3241,"annual",B1,5906,edge
3242,"stall",B1,5919,edge
3243,"literature",B1,5932,edge
3244,"sequence",B1,5941,edge
3245,"congratulate",B1,5948,edge
3246,"anxiety",B1,5949,edge
3247,"settlement",B1,5958,edge
3248,"nickname",B1,5966,edge
3249,"dot",B1,5967,edge
3250,"choir",B1,5970,edge
3251,"equally",B1,5974,edge
3252,"persuade",B1,5992,edge
3253,"industrial",B1,6005,edge
3254,"regard",B1,6018,edge
3255,"initial",B1,6046,edge
3256,"laboratory",B1,6053,edge
3257,"cultural",B1,6061,edge
3258,"update",B1,6063,edge
3259,"representative",B1,6075,edge
3260,"telegram",B1,6080,edge
3261,"magician",B1,6091,edge
3262,"sadness",B1,6111,edge
3263,"specialist",B1,6118,edge
3264,"interrogation",C2,6123,edge
3265,"graduation",B1,6127,edge
3266,"lodge",B1,6134,edge
3267,"conscious",B1,6148,edge
3268,"psychological",B1,6157,edge
3269,"straw",B1,6162,edge
3270,"agenda",B1,6170,edge
3271,"salesman",B1,6172,edge
3272,"brand-new",B1,6185,edge
3273,"salmon",B1,6204,edge
3274,"wax",B1,6213,edge
3275,"mentally",B1,6235,edge
3276,"beautifully",B1,6238,edge
3277,"objective",B1,6243,edge
3278,"altogether",B1,6245,edge
3279,"attract",B1,6246,edge
3280,"restore",B1,6256,edge
3281,"occasionally",B1,6277,edge
3282,"classical",B1,6286,edge
3283,"clip",B1,6289,edge
3284,"crow",B1,6298,edge
3285,"railroad",B1,6303,edge
3286,"jade",B1,6316,edge
3287,"digital",B1,6322,edge
3288,"endure",B1,6357,edge
3289,"gap",B1,6365,edge
3290,"alcoholic",B1,6374,edge
3291,"railway",B1,6377,edge
3292,"possess",B1,6384,edge
3293,"reduce",B1,6396,edge
3294,"emotionally",B1,6401,edge
3295,"amusing",B1,6408,edge
3296,"visible",B1,6414,edge
3297,"dj",B1,6417,edge
3298,"maintenance",B1,6433,edge
3299,"tobacco",B1,6434,edge
3300,"discount",B1,6438,edge
3301,"yoga",B1,6439,edge
3302,"variety",B1,6450,edge
3303,"origin",B1,6472,edge
3304,"flavor",B1,6487,edge
3305,"vet",B1,6490,edge
3306,"orchestra",B1,6498,edge
3307,"guidance",B1,6500,edge
3308,"tick",B1,6506,edge
3309,"craft",B1,6517,edge
3310,"resident",B1,6537,edge
3311,"satisfaction",B1,6553,edge
3312,"historical",B1,6554,edge
3313,"sour",B1,6560,edge
3314,"freely",B1,6562,edge
3315,"concentration",B1,6575,edge
3316,"invest",B1,6577,edge
3317,"stunning",B1,6582,edge
3318,"frustrated",B1,6583,edge
3319,"preserve",B1,6599,edge
3320,"wardrobe",B1,6629,edge
3321,"thankful",B1,6644,edge
3322,"urge",B1,6647,edge
3323,"examination",B1,6659,edge
3324,"heavenly",B1,6679,edge
3325,"casual",B1,6689,edge
3326,"finance",B1,6700,edge
3327,"respectable",B1,6701,edge
3328,"demonstration",B1,6702,edge
3329,"tuna",B1,6716,edge
3330,"popcorn",B1,6742,edge
3331,"rapidly",B1,6755,edge
3332,"efficient",B1,6763,edge
3333,"mechanic",B1,6773,edge
3334,"relation",B1,6779,edge
3335,"mechanical",B1,6781,edge
3336,"extend",B1,6787,edge
3337,"accomplish",B1,6794,edge
3338,"lightly",B1,6804,edge
3339,"layer",B1,6808,edge
3340,"gown",B1,6809,edge
3341,"adopt",B1,6834,edge
3342,"consideration",B1,6837,edge
3343,"frost",B1,6851,edge
3344,"constitution",B1,6855,edge
3345,"buyer",B1,6860,edge
3346,"nevertheless",B1,6875,edge
3347,"entertain",B1,6901,edge
3348,"politician",B1,6915,edge
3349,"amazed",B1,6923,edge
3350,"phantom",B1,6945,edge
3351,"extent",B1,6962,edge
3352,"diving",B1,7000,edge
3353,"reflection",B1,7032,edge
3354,"merchant",B1,7035,edge
3355,"voyage",B1,7042,edge
3356,"grill",B1,7051,edge
3357,"define",B1,7063,edge
3358,"reject",B1,7071,edge
3359,"heel",B1,7081,edge
3360,"farther",B1,7111,edge
3361,"terminal",B1,7123,edge
3362,"fade",B1,7127,edge
3363,"proposition",C2,7177,edge
3364,"opposition",B1,7180,edge
3365,"rapid",B1,7198,edge
3366,"unlucky",B1,7222,edge
3367,"handwriting",B1,7232,edge
3368,"challenging",B1,7234,edge
3369,"attraction",B1,7244,edge
3370,"workshop",B1,7254,edge
3371,"sunrise",B1,7265,edge
3372,"selection",B1,7273,edge
3373,"democratic",B1,7280,edge
3374,"translate",B1,7286,edge
3375,"freezer",B1,7317,edge
3376,"jewel",B1,7321,edge
3377,"artistic",B1,7327,edge
3378,"ferry",B1,7329,edge
3379,"atomic",B1,7333,edge
3380,"sensation",B1,7341,edge
3381,"delight",B1,7350,edge
3382,"caution",B1,7354,edge
3383,"sleeve",B1,7374,edge
3384,"cheerful",B1,7394,edge
3385,"realistic",B1,7397,edge
3386,"overwhelming",B1,7412,edge
3387,"instructor",B1,7422,edge
3388,"depressing",B1,7439,edge
3389,"backpack",B1,7444,edge
3390,"edition",B1,7447,edge
3391,"demonstrate",B1,7458,edge
3392,"spicy",B1,7480,edge
3393,"ant",B1,7491,edge
3394,"inquiry",B1,7499,edge
3395,"unemployed",B1,7504,edge
3396,"hysterical",C2,7514,edge
3397,"mule",B1,7524,edge
3398,"neighbourhood",B1,7527,edge
3399,"phenomenon",B1,7537,edge
3400,"annoyed",B1,7555,edge
3401,"sponsor",B1,7573,edge
3402,"enthusiasm",B1,7641,edge
3403,"parrot",B1,7656,edge
3404,"pause",B1,7663,edge
3405,"rail",B1,7669,edge
3406,"crop",B1,7701,edge
3407,"careless",B1,7706,edge
3408,"thirst",B1,7754,edge
3409,"select",B1,7755,edge
3410,"visa",B1,7759,edge
3411,"spice",B1,7760,edge
3412,"caller",B1,7761,edge
3413,"competitive",B1,7772,edge
3414,"elbow",B1,7787,edge
3415,"mustard",B1,7793,edge
3416,"transportation",B1,7798,edge
3417,"immigration",B1,7813,edge
3418,"teen",B1,7845,edge
3419,"definite",B1,7846,edge
3420,"antidote",C2,7852,edge
3421,"aspect",B1,7861,edge
3422,"relate",B1,7862,edge
3423,"strangely",B1,7875,edge
3424,"substitute",B1,7885,edge
3425,"aspirin",B1,7889,edge
3426,"permanently",B1,7900,edge
3427,"strawberry",B1,7907,edge
3428,"poisonous",B1,7916,edge
3429,"transform",B1,7936,edge
3430,"skeleton",B1,7947,edge
3431,"gifted",B1,7981,edge
3432,"obtain",B1,8011,edge
3433,"mild",B1,8018,edge
3434,"gorilla",B1,8025,edge
3435,"countless",B1,8029,edge
3436,"establishment",B1,8048,edge
3437,"environmental",B1,8052,edge
3438,"fax",B1,8063,edge
3439,"terrorism",B1,8070,edge
3440,"vegetarian",B1,8092,edge
3441,"surprisingly",B1,8094,edge
3442,"conservative",B1,8125,edge
3443,"specially",B1,8146,edge
3444,"trumpet",B1,8153,edge
3445,"comedian",B1,8175,edge
3446,"imaginary",B1,8187,edge
3447,"humour",B1,8200,edge
3448,"babysitter",B1,8217,edge
3449,"delete",B1,8241,edge
3450,"estimate",B1,8244,edge
3451,"curly",B1,8275,edge
3452,"relatively",B1,8306,edge
3453,"numerous",B1,8328,edge
3454,"hull",C2,8354,edge
3455,"achievement",B1,8378,edge
3456,"newly",B1,8382,edge
3457,"creator",B1,8390,edge
3458,"distribution",B1,8397,edge
3459,"juicy",B1,8415,edge
3460,"preparation",B1,8439,edge
3461,"flute",B1,8442,edge
3462,"kitten",B1,8455,edge
3463,"contribution",B1,8468,edge
3464,"advisor",B1,8469,edge
3465,"devotion",B1,8484,edge
3466,"curve",B1,8490,edge
3467,"informant",C2,8491,edge
3468,"blog",B1,8496,edge
3469,"server",B1,8513,edge
3470,"historic",B1,8518,edge
3471,"introduction",B1,8529,edge
3472,"breeding",B1,8537,edge
3473,"part-time",B1,8538,edge
3474,"absent",B1,8554,edge
3475,"supportive",B1,8564,edge
3476,"scholar",B1,8570,edge
3477,"handkerchief",B1,8592,edge
3478,"brotherhood",B1,8605,edge
3479,"academic",B1,8611,edge
3480,"publicly",B1,8614,edge
3481,"unpredictable",B1,8628,edge
3482,"category",B1,8633,edge
3483,"cautious",B1,8636,edge
3484,"comparison",B1,8639,edge
3485,"improvement",B1,8654,edge
3486,"bakery",B1,8663,edge
3487,"ecstasy",B1,8675,edge
3488,"tropical",B1,8678,edge
3489,"full-time",B1,8694,edge
3490,"relaxing",B1,8736,edge
3491,"cabbage",B1,8742,edge
3492,"considerable",B1,8745,edge
3493,"inspire",B1,8750,edge
3494,"positively",B1,8751,edge
3495,"insight",B1,8759,edge
3496,"repeatedly",B1,8807,edge
3497,"motto",B1,8838,edge
3498,"moss",B1,8839,edge
3499,"monthly",B1,8847,edge
3500,"greeting",B1,8879,edge
3501,"judgement",B1,8922,edge
3502,"slot",B1,8926,edge
3503,"keyboard",B1,8938,edge
3504,"sponge",B1,8956,edge
3505,"calf",B1,8970,edge
3506,"allowance",B1,8972,edge
3507,"burglar",B1,9006,edge
3508,"scope",B1,9019,edge
3509,"gravy",B1,9025,edge
3510,"runaway",B1,9050,edge
3511,"adapt",B1,9055,edge
3512,"farming",B1,9125,edge
3513,"transmitter",C2,9137,edge
3514,"beaver",B1,9153,edge
3515,"moreover",B1,9193,edge
3516,"bronze",B1,9203,edge
3517,"airline",B1,9205,edge
3518,"surround",B1,9213,edge
3519,"contribute",B1,9233,edge
3520,"disk",B1,9242,edge
3521,"arise",B1,9257,edge
3522,"capsule",B1,9281,edge
3523,"encouraging",B1,9295,edge
3524,"firmly",B1,9301,edge
3525,"postcard",B1,9313,edge
3526,"reef",B1,9319,edge
3527,"mathematics",B1,9323,edge
3528,"teller",B1,9339,edge
3529,"regional",B1,9355,edge
3530,"pupil",B1,9398,edge
3531,"swollen",B1,9404,edge
3532,"liberation",B1,9414,edge
3533,"motivation",B1,9434,edge
3534,"merit",C2,9450,edge
3535,"stressful",B1,9452,edge
3536,"bathe",B1,9474,edge
3537,"filter",B1,9485,edge
3538,"disc",B1,9492,edge
3539,"diaper",B1,9496,edge
